MDTU,min_min,min_max,max_min,max_max
660,-4.58381,-0.891701,-0.0413966,0.579323
662,-5.41217,-0.842819,-0.0153955,0.642747
664,-4.93334,-0.777349,-0.0184817,0.665654
666,-4.62376,-0.881185,-0.0197653,0.732584
668,-5.42815,-1.10467,-0.0321072,0.603822
670,-5.42815,-1.10467,-0.0321072,0.603822
672,-6.24329,-1.02313,-0.0299415,0.655411
674,-4.53707,-0.890331,-0.0128107,0.683698
676,-4.36804,-1.25998,-0.00262383,0.566335
678,-4.94073,-1.39588,-0.0443269,0.521625
680,-4.83817,-1.537,-0.116739,0.53787
682,-6.4356,-1.4015,0.0171038,0.51368
684,-6.4356,-1.4015,0.0171038,0.51368
686,-6.4356,-1.4015,0.0171038,0.51368
688,-4.90387,-1.40776,0.0185974,0.50597
690,-5.28114,-1.11028,0.0118789,0.570737
692,-7.70619,-0.846764,-0.0101136,0.636341
694,-7.70619,-0.846764,-0.0101136,0.636341
696,-5.30281,-0.789987,-0.0403995,0.764282
698,-5.30281,-0.789987,-0.0403995,0.764282
700,-5.09636,-0.628771,-0.0218049,0.630571
702,-5.09636,-0.628771,-0.0218049,0.630571
704,-4.88821,-0.938889,9.53586e-05,0.698268
706,-4.49925,-1.02947,-0.00100471,0.668079
708,-4.80802,-1.13016,-0.0236019,0.562248
710,-4.45772,-0.813936,-0.060161,0.660352
712,-5.0729,-1.091,-0.00616907,0.590075
714,-5.0729,-1.091,-0.00616907,0.590075
716,-5.50599,-0.797521,-0.0408876,0.611512
718,-4.7561,-1.28176,-0.0968998,0.580337
720,-5.82413,-0.592786,-0.0641458,0.673331
722,-5.66667,-0.599393,-0.00780327,0.693872
724,-5.66667,-0.599393,-0.00780327,0.693872
726,-5.07138,-0.951774,-0.02676,0.652885
728,-5.5512,-0.837905,-0.0126299,0.59538
730,-5.12802,-0.582477,-0.048728,0.678193
732,-5.0478,-0.892893,-0.0451868,0.655077
734,-4.79715,-1.03091,-0.0649099,0.665306
736,-5.21304,-1.36719,-0.00562127,0.628984
738,-4.90982,-1.23017,-0.161363,0.56267
740,-5.92532,-1.70643,-0.0161752,0.581734
742,-4.45163,-1.55392,-0.0503983,0.593335
