t,deltaS
194,0.1794
195,-0.2909
196,0.1424
197,0.07933
198,0.0677
199,0.2135
200,-0.2428
201,0.1445
202,0.008375
203,-0.3051
204,0.2298
205,0.05146
206,-0.01183
207,0.02524
208,0.06662
209,-0.01887
210,0.08526
211,0.2109
212,0.3878
213,-0.2868
214,-0.07355
215,-0.00696
216,-0.2539
217,0.0789
218,0.174
219,-0.0736
220,0.1922
221,0.2469
222,0.05158
223,-0.2311
224,0.2142
225,-0.6648
226,0.3828
227,-0.2226
228,0.007732
229,0.4519
230,0.07414
231,0.3168
232,0.07045
233,0.1216
234,-0.3531
235,-0.105
236,-0.1847
237,-0.2555
238,0.01218
239,-0.1178
240,-0.1008
241,0.04313
242,0.1515
243,-0.04839
244,0.2866
245,-0.153
246,-0.01806
247,-0.1361
248,0.2703
249,0.2036
250,-0.02044
251,0.118
252,0.06892
253,0.1732
254,-0.1756
255,-0.01568
256,0.2489
257,-0.4014
258,0.1195
259,0.2157
260,0.1589
261,0.2404
262,0.02679
263,-0.06775
264,0.1854
265,0.1746
266,0.0342
267,-0.3608
268,-0.3426
269,0.6156
270,0.01477
271,-0.06262
272,-0.5644
273,-0.2019
274,0.5364
275,-0.02447
276,-0.1124
277,0.1549
278,0.08541
279,0.1256
280,0.03889
281,-0.216
282,0.1921
283,0.2221
284,0.5571
285,-0.2131
286,0.13
287,-0.1124
288,0.7659
289,0.05139
290,0.1064
291,-0.1921
292,-0.07436
293,0.209
294,0.1113
295,-0.2805
296,-0.2583
297,-0.08088
298,0.03403
299,0.3487
300,0.07879
301,-0.09658
302,-0.1524
303,0.1354
304,-0.07401
305,0.08418
306,-0.2386
307,0.0936
308,0.1923
309,0.2047
310,-0.12
311,-0.009808
312,-0.2199
313,0.0298
314,0.2178
315,-0.2324
316,-0.0724
317,-0.2653
318,0.1816
319,0.3904
320,-0.2702
321,0.07722
322,-0.2277
323,-0.07551
324,-0.109
325,0.2352
326,-7.22e-05
327,-0.074
328,-0.08246
329,0.02064
330,-0.04623
331,-0.09117
332,0.3324
333,-0.3793
334,-0.09255
335,-0.09166
336,-0.006452
337,-0.1264
338,0.3068
339,0.1507
340,-0.06702
341,0.08009
342,0.1545
343,0.2758
344,0.5579
345,-0.61
346,-0.02212
347,-0.04638
348,0.2151
349,-0.03232
350,0.0592
351,-0.4865
352,0.2871
353,0.02106
354,-0.06419
355,-0.3511
356,0.07743
357,0.3152
358,-0.05977
359,0.05511
360,0.3314
361,-0.06899
362,-0.1604
363,-0.1923
364,0.1167
365,0.1736
366,0.0894
367,0.08413
368,0.1029
369,-0.4101
370,0.1867
371,0.1349
372,-0.008808
373,0.0557
374,0.4093
375,0.1741
376,-0.1022
377,0.02155
378,-0.02085
379,0.1221
380,0.317
381,-0.1746
382,-0.08046
383,0.002742
384,-0.008789
385,0.1197
386,-0.2722
387,-0.006973
388,0.2864
389,0.01381
390,0.2153
391,-0.0327
392,-0.01472
393,-0.1616
394,0.2108
395,0.2026
396,-0.07836
397,0.3082
398,0.06775
399,-0.4682
400,0.1218
401,-0.3319
402,0.1672
403,-0.1668
404,0.3285
405,-0.07536
406,-0.1323
407,0.3963
408,-0.006146
409,-0.1442
410,-0.08754
411,0.1098
412,0.2574
413,0.104
414,-0.2445
415,0.1835
416,-0.08604
417,0.08978
418,0.3314
419,0.02878
420,-0.2553
421,-0.09788
422,-0.1157
423,0.001921
424,-0.129
425,0.465
426,-0.2558
427,0.1852
428,0.05302
429,0.1727
430,0.08127
431,0.229
432,0.2163
433,0.1611
434,0.02786
435,0.1136
436,-0.1438
437,-0.08247
438,-0.01403
439,0.1609
440,0.1146
441,0.4316
442,-0.2182
443,0.09454
444,-0.6966
445,0.2205
446,0.03096
447,0.2815
448,-0.1554
449,0.08302
450,-0.0597
451,-0.002801
452,-0.03086
453,0.0441
454,0.08964
455,-0.1214
456,-0.281
457,0.1294
458,-0.4166
459,-0.1161
460,0.302
461,0.03302
462,-0.1046
463,0.1486
464,-0.004562
465,-0.2292
466,0.3207
467,-0.3848
468,0.2901
469,0.02052
470,0.05641
471,-0.1099
472,0.3363
473,-0.02513
474,0.3053
475,0.003141
476,0.2135
477,0.00669
478,0.4024
479,-0.02504
480,-0.1163
481,-0.04221
482,0.05026
483,-0.232
484,0.0508
485,-0.03166
486,0.08854
487,0.01199
488,0.02112
489,-0.03746
490,-0.2771
491,0.1379
492,0.2938
493,-0.006171
494,-0.07919
495,0.02929
496,0.01785
497,-0.3927
498,-0.3424
499,-0.1253
500,0.5804
501,0.6417
502,-0.2201
503,0.2831
504,0.1527
505,-0.0579
506,0.1812
507,-0.2332
508,0.2656
509,0.02598
510,-0.3662
511,0.08567
512,-0.09053
513,-0.1131
514,0.2143
515,-0.2602
516,-0.05996
517,-0.05266
518,-0.4588
519,0.1305
520,0.1251
521,0.4766
522,-0.1504
523,0.2111
524,-0.1247
525,0.2758
526,0.2234
527,0.1662
528,-0.2067
529,0.05706
530,0.01325
531,0.02053
532,0.0007404
533,0.1698
534,-0.1427
535,0.1608
536,-0.1246
537,-0.05374
538,0.4659
539,-0.06494
540,0.01619
541,-0.05422
542,0.1002
543,0.1545
544,0.2441
545,0.05419
546,0.02741
547,-0.18
548,0.2635
549,-0.1105
550,0.008517
551,-0.06008
552,0.08794
553,-0.08292
554,0.1574
555,0.3612
556,0.3367
557,-0.05358
558,-0.06564
559,-0.09451
560,-0.05207
561,-0.1795
562,0.0575
563,0.0882
564,-0.3512
565,0.374
566,-0.1469
567,0.1601
568,0.02037
569,-0.01197
570,-0.08643
571,0.002977
572,-0.1137
573,-0.02712
574,0.3969
575,-0.0177
576,-0.05498
577,-0.04711
578,0.07263
579,-0.0634
580,0.07029
581,0.237
582,0.346
583,-0.3124
584,-0.1728
585,0.2553
586,-0.2295
587,-0.02595
588,0.07532
589,0.3115
590,-0.6286
591,0.1026
592,0.1747
593,-0.209
594,0.3345
595,0.205
596,-0.4992
597,0.5434
598,0.1
599,0.3227
600,0.528
601,-0.2132
602,-0.4381
603,0.04636
604,0.0271
605,-0.0195
606,0.08503
607,0.1571
608,-0.1599
609,0.03016
610,-0.2459
611,0.2734
612,0.01059
613,0.2304
614,0.08892
615,-0.3
616,0.2895
617,-0.2603
618,0.1199
619,0.04667
620,0.18
621,-0.3089
622,0.3848
623,0.09174
624,-0.4208
625,-0.2406
626,-0.1093
627,0.197
628,0.2168
629,-0.1506
630,0.2631
631,-0.1333
632,0.2199
633,-0.1097
634,-0.1127
635,0.1087
636,-0.008034
637,0.09872
638,-0.2106
639,0.06463
640,0.0757
641,0.1905
642,-0.05372
643,-0.1113
644,0.2195
645,0.1406
646,-0.007294
647,-0.111
648,-0.4323
649,0.2072
650,0.02249
651,0.3866
652,0.09695
653,-0.1346
654,0.1745
655,-0.3058
656,0.2486
657,0.1181
658,0.04359
659,-0.2676
660,0.1012
661,0.1247
662,0.09632
663,0.1458
664,-0.3397
665,0.3542
666,0.1997
667,0.1344
668,-0.452
669,0.2328
670,0.06231
671,-0.03122
672,0.05502
673,0.1363
674,0.113
675,-0.2474
676,-0.03858
677,0.2933
678,-0.1092
679,0.03618
680,-0.3241
681,0.1855
682,0.213
683,-0.05403
684,0.4413
685,-0.1861
686,0.005627
687,0.06505
688,0.1009
689,0.04496
690,0.3702
691,-0.004386
692,0.1599
693,-0.1317
694,0.2445
695,0.004526
696,0.04364
697,-0.06454
698,-0.09422
699,-0.03715
700,-0.1972
701,-0.1787
702,0.1311
703,0.1536
704,0.3738
705,-0.3284
706,-0.1413
707,0.08433
708,0.2102
709,0.2511
710,-0.4431
711,-0.1884
712,-0.01584
713,-0.1678
714,0.3577
715,0.1354
716,0.4594
717,0.2169
718,0.04156
719,0.09098
720,-0.03484
721,0.04696
722,-0.0007053
723,0.09552
724,-0.3722
725,-0.08377
726,0.3688
727,-0.06678
728,0.02805
729,0.3194
730,-0.04097
731,0.1628
732,0.2033
733,-0.2846
734,-0.09793
735,0.1399
736,0.2187
737,0.09365
738,-0.4586
739,0.4214
740,-0.2899
741,0.3917
742,-0.1179
743,-0.06203
744,-0.1539
745,0.1608
746,-0.04093
747,0.03806
748,-0.3047
749,-0.1921
750,0.1776
751,0.1805
752,0.186
753,0.09841
754,0.009473
755,-0.1006
756,-0.09004
757,0.1614
758,0.05766
759,0.305
760,-0.07135
761,0.2729
762,-0.1117
763,0.2127
764,-0.0503
765,0.1879
766,-0.03093
767,-0.2197
768,0.3865
769,0.09982
770,0.1446
771,-0.008178
772,-0.2287
773,0.3246
774,-0.3507
775,0.1344
776,0.1277
777,0.1565
778,0.4387
779,0.332
780,-0.05441
781,-0.1306
782,-0.1419
783,-0.448
784,0.4592
785,0.3613
786,0.004401
787,0.1195
788,0.2993
789,-0.1706
790,0.08337
791,-0.2318
792,-0.05542
793,-0.3178
794,0.3631
795,-0.4674
796,0.05163
797,0.1012
798,0.3623
799,-0.08953
800,-0.1045
801,0.2275
802,-0.1217
803,0.08498
804,0.1948
805,-0.0686
806,0.001063
807,-0.009614
808,0.2284
809,-0.2939
810,-0.03884
811,-0.03443
812,0.2019
813,-0.1325
814,0.0463
815,-0.07229
816,-0.05354
817,-0.2435
818,0.397
819,0.4118
820,-0.2949
821,0.2889
822,0.05187
823,0.215
824,-0.1984
825,-0.2235
826,-0.2218
827,0.5119
828,-0.2582
829,0.04495
830,-0.2513
831,0.2779
832,0.1927
833,-0.07106
834,-0.5148
835,0.3639
836,0.0536
837,-0.2354
838,0.2915
839,0.05698
840,-0.4625
841,0.2258
842,0.5758
843,0.2234
844,-0.04108
845,0.1792
846,-0.2238
847,0.4592
848,-0.3894
849,-0.07405
850,-0.2015
851,0.2584
852,-0.07432
853,-0.1105
854,0.1051
855,-0.07758
856,-0.4032
857,0.2684
858,-0.1561
859,0.1909
860,-0.1771
861,0.1461
862,0.3847
863,0.09613
864,0.09167
865,-0.04266
866,0.1578
867,0.1725
868,-0.405
869,0.212
870,-0.1785
871,-0.0254
872,0.3152
873,0.05509
874,0.1066
875,0.1976
876,0.02019
877,0.2152
878,-0.2659
879,-0.1691
880,0.09247
881,-0.2862
882,0.1195
883,0.5866
884,0.1793
885,-0.02207
886,0.3849
887,-0.3271
888,-0.245
889,0.03265
890,0.3403
891,-0.4048
892,0.02336
893,0.01476
894,-0.1212
895,0.106
896,0.3075
897,0.1053
898,-0.2078
899,0.08014
900,-0.1305
901,0.1039
902,0.02324
903,-0.05733
904,-0.1487
905,0.2056
906,0.1389
907,-0.1181
908,-0.09491
909,-0.1913
910,0.1868
911,-0.1237
912,0.3057
913,0.3084
914,0.2958
915,-0.2834
916,0.005161
917,0.009826
918,0.1335
919,0.02141
920,0.2201
921,-0.04811
922,-0.04729
923,-0.03657
924,-0.08397
925,-0.1039
926,0.3404
927,0.2801
928,-0.0793
929,-0.2172
930,-0.02394
931,0.1329
932,0.2146
933,-0.1535
934,-0.2352
935,0.1713
936,0.5182
937,-0.07201
938,-0.03378
939,-0.07061
940,-0.1948
941,-0.2706
942,0.3346
943,0.1937
944,0.1277
945,0.1109
946,-0.02332
947,-0.3993
948,0.1224
949,-0.09385
950,0.36
951,-0.08657
952,0.4822
953,-0.003982
954,-0.06732
955,-0.1445
956,0.04192
957,0.01209
958,0.05484
959,-0.1182
960,0.0974
961,0.08855
962,-0.09507
963,0.163
964,0.3292
965,0.00369
966,-0.02548
967,0.1025
968,-0.2568
969,0.1647
970,0.0237
971,-0.2356
972,-0.116
973,-0.04463
974,0.07216
975,0.271
976,-0.2694
977,0.1372
978,-0.2639
979,0.5807
980,0.2214
981,0.4904
982,0.03162
983,0.1766
984,0.1019
985,0.1889
986,-0.3208
987,0.3348
988,-0.09531
989,-0.01577
990,0.2338
991,-0.272
992,-0.01535
993,0.02605
994,0.1815
995,-0.0962
996,0.4506
997,0.02331
998,-0.203
999,0.3313
1000,-0.0886
