t,deltaS
715,0.009695
716,0.02676
717,0.008551
718,0.03617
719,-0.08321
720,-0.01296
721,-0.008112
722,-0.05268
723,0.02307
724,-0.05826
725,-0.01715
726,-0.03859
727,0.02542
728,-0.003213
729,0.04119
730,-0.02018
731,0.014
732,-0.04278
733,0.01978
734,0.06145
735,0.0003403
736,0.06336
737,-0.0191
738,-0.06718
739,0.02285
740,-0.04159
741,0.0183
742,0.03117
743,0.03793
744,-0.04295
745,0.09941
746,-0.003452
747,-0.01116
748,-0.01589
749,0.01758
750,0.01971
751,0.01096
752,-0.04115
753,-0.009995
754,-0.02961
755,0.006333
756,-0.004645
757,0.06685
758,8.378e-06
759,-0.005716
760,-0.07623
761,-0.01092
762,0.0157
763,0.04288
764,-0.02509
765,-0.01496
766,-0.006932
767,0.02633
768,0.02395
769,-0.08354
770,0.05491
771,0.01642
772,-0.02087
773,-0.003488
774,-0.04618
775,-0.01954
776,0.01442
777,0.01779
778,0.03979
779,0.03748
780,0.0004618
781,-0.002661
782,0.01189
783,-0.01725
784,0.0484
785,-0.04751
786,-0.08565
787,0.04342
788,0.03223
789,0.01268
790,-0.006318
791,-0.01844
792,0.06705
793,-0.0261
794,-0.02445
795,0.0332
796,-0.08359
797,0.07215
798,-0.07363
799,0.0375
800,-0.0602
801,0.0257
802,0.0103
803,-0.02867
804,-0.05736
805,-0.002948
806,-0.02573
807,0.04164
808,0.05939
809,0.02043
810,-0.03647
811,-0.02138
812,-0.07855
813,0.05416
814,-0.01502
815,0.02786
816,-0.05679
817,0.01597
818,0.01832
819,0.005271
820,-0.0278
821,0.03583
822,-0.01263
823,-0.01575
824,0.01244
825,-0.01066
826,-0.04762
827,0.1028
828,-0.05859
829,0.02441
830,-0.0362
831,-0.04001
832,-0.0383
833,0.01411
834,0.01777
835,-0.03496
836,0.04083
837,0.02191
838,-0.0185
839,-0.08128
840,0.03192
841,-0.052
842,0.01371
843,-0.01179
844,0.005994
845,0.02153
846,0.02229
847,-0.001602
848,-0.0516
849,0.06678
850,0.0171
851,-0.03906
852,0.01306
853,-0.007358
854,-0.002182
855,-0.0376
856,-0.02568
857,0.001395
858,0.00537
859,0.06104
860,0.01363
861,-0.0495
862,0.01918
863,-0.02209
864,0.03552
865,0.02605
866,-0.05889
867,-0.05791
868,0.009385
869,0.07478
870,0.03337
871,0.03125
872,-0.08323
873,0.03151
874,-0.02319
875,0.08234
876,-0.01159
877,-0.0635
878,0.01043
879,0.04389
880,-0.02917
881,-0.01658
882,-0.02011
883,0.03907
884,0.0001681
885,-0.0511
886,-0.01415
887,-0.03483
888,0.05629
889,0.02684
890,0.01158
891,-0.006403
892,-0.002764
893,-0.04171
894,0.04787
895,-0.01143
896,0.01912
897,-0.02376
898,-0.014
899,-0.0319
900,0.001457
901,0.07645
902,-0.02779
903,-0.01003
904,0.05417
905,0.01052
906,-0.01684
907,-0.04239
908,0.05459
909,-0.07715
910,-0.0363
911,0.01128
912,-0.006385
913,0.0166
914,0.012
915,0.01377
916,0.02571
917,0.008926
918,-0.007963
919,0.05512
920,0.03945
921,-0.014
922,-0.008677
923,-0.04799
924,-0.001959
925,-0.06453
926,0.07675
927,-0.1136
928,0.0742
929,-0.06905
930,0.04608
931,-0.02238
932,0.02679
933,-0.03096
934,-0.07565
935,0.05916
936,0.08096
937,-0.03166
938,-0.01895
939,0.03007
940,-0.05353
941,-0.02901
942,0.02825
943,-0.01773
944,-0.04384
945,-0.005178
946,0.01286
947,0.03608
948,-0.05274
949,0.06651
950,0.004334
951,-0.0493
952,0.06611
953,-0.009564
954,-0.0002549
955,-0.04674
956,0.03846
957,-0.001064
958,-0.0368
959,-0.02257
960,0.05898
961,-0.06802
962,0.09201
963,0.02337
964,-0.03486
965,0.06795
966,-0.02361
967,-0.01972
968,0.04732
969,-0.03835
970,0.001005
971,0.007281
972,-0.003564
973,0.05568
974,-0.001429
975,0.006908
976,-0.06858
977,-0.04734
978,0.02596
979,0.05085
980,0.01663
981,0.01696
982,-0.05339
983,0.01664
984,-0.02462
985,0.01259
986,-0.02014
987,0.06217
988,0.02866
989,-0.02723
990,-0.05889
991,-0.03369
992,0.002606
993,0.002145
994,0.03308
995,0.02532
996,-0.06655
997,0.03706
998,-0.02588
999,0.02274
1000,-0.03359
