MDTU,ssplaq,stplaq
1380,2.04077,1.01292
1382,2.22993,1.13419
1384,2.46105,1.22612
1386,2.57094,1.3387
1388,2.54695,1.26995
1390,2.23179,1.17218
1392,2.15269,1.04965
1394,2.18342,1.10759
1396,2.31565,1.13992
1398,2.37016,1.19567
1400,2.32984,1.12594
1402,2.44736,1.31075
1404,2.44736,1.31075
1406,2.85038,1.46025
1408,3.13422,1.76115
1410,3.22158,1.50576
1412,2.93072,1.4592
1414,2.98058,1.41382
1416,3.06106,1.5499
1418,3.06106,1.5499
1420,2.99502,1.56294
1422,2.99502,1.56294
1424,3.08999,1.51516
1426,3.26295,1.70609
1428,3.53836,1.74367
1430,3.53836,1.74367
1432,3.35227,1.63852
1434,3.61439,1.73222
1436,3.61624,1.82835
1438,3.7483,1.92138
1440,3.9119,2.04307
1442,3.9384,2.10588
1444,3.9384,2.10588
1446,3.89969,2.13733
1448,4.28979,2.1179
1450,4.04847,1.95018
1452,3.77542,1.97935
1454,3.64907,1.96998
1456,4.06481,2.11678
1458,3.8917,1.92637
1460,3.99546,1.94047
1462,3.9142,2.09269
1464,4.2168,2.30265
1466,4.36158,1.97495
1468,4.36158,1.97495
1470,4.25076,2.0155
1472,4.33713,2.01349
1474,4.33713,2.01349
1476,4.28725,2.12519
1478,3.86696,2.16225
1480,4.50729,2.40255
1482,5.29972,2.62675
1484,4.81773,2.66944
1486,4.89484,2.66062
1488,5.50157,2.83439
1490,5.70812,2.92719
1492,5.66656,2.82708
1494,5.63464,2.9365
1496,5.14551,2.56038
1498,5.31771,2.67027
1500,5.41244,2.53943
1502,5.34726,2.61995
1504,5.7772,2.7365
1506,5.69023,2.85802
1508,5.26199,2.78203
1510,5.4175,2.89224
1512,5.46003,2.94339
1514,5.84078,2.7963
1516,5.27027,2.48744
1518,5.27027,2.48744
1520,5.27027,2.48744
1522,5.27027,2.48744
1524,5.27027,2.48744
1526,5.28404,2.53349
1528,5.30936,2.68001
1530,5.41362,2.55595
1532,5.83209,2.70704
1534,5.81772,3.3046
1536,5.76507,3.04279
1538,5.76233,3.13095
1540,5.1969,2.91143
1542,5.18696,2.79275
1544,5.50725,2.83943
1546,5.43442,2.83661
1548,5.30401,2.62362
1550,5.11927,2.54643
1552,5.447,2.79146
1554,5.52326,2.94808
1556,5.52326,2.94808
1558,5.52326,2.94808
1560,6.03488,2.88381
1562,5.79979,2.95678
1564,5.55461,2.68072
1566,5.56907,2.77221
1568,6.25938,2.89081
1570,5.47082,2.90306
1572,5.42944,2.88505
1574,6.15998,2.80515
1576,5.81585,2.89889
1578,5.33379,2.98887
1580,5.30211,2.94399
1582,5.11624,2.62865
1584,5.05489,2.72897
1586,5.34487,2.78505
1588,5.76768,2.90749
