t,deltaS
529,-0.07534
530,-0.1688
531,0.4212
532,0.4058
533,-0.06876
534,-0.5022
535,0.4267
536,-0.4907
537,0.5501
538,0.2665
539,-0.1157
540,-0.3073
541,0.3619
542,0.3748
543,-0.3626
544,0.2606
545,0.5927
546,0.3075
547,-0.2197
548,0.4738
549,-0.5275
550,0.2104
551,0.1598
552,-0.03829
553,-0.05337
554,-0.2185
555,0.5224
556,0.01162
557,-0.3012
558,0.1564
559,-0.02015
560,0.5411
561,-0.467
562,-0.1604
563,0.07117
564,0.3117
565,-0.3155
566,0.07031
567,0.04106
568,0.2376
569,0.02351
570,-0.01149
571,0.6154
572,-0.7993
573,0.189
574,0.5631
575,-1.14
576,0.3932
577,0.6229
578,-0.1059
579,0.5159
580,0.4087
581,0.007716
582,0.2518
583,-0.5221
584,0.8947
585,0.04147
586,-0.6465
587,-0.2139
588,0.4333
589,0.1349
590,-0.2443
591,0.6267
592,0.04057
593,-0.1602
594,-0.1342
595,-0.1057
596,0.2708
597,0.1496
598,0.1343
599,-0.1207
600,0.2307
601,-0.2085
602,0.018
603,-0.3454
604,0.4185
605,0.2828
606,0.09107
607,0.6382
608,0.2577
609,0.5394
610,0.2
611,-0.191
612,-0.09062
613,0.4777
614,0.2845
615,0.09217
616,-0.5685
617,-0.00517
618,0.2875
619,-0.1679
620,-0.2657
621,0.1082
622,0.6133
623,-0.1051
624,-0.2163
625,-0.3093
626,1.09
627,-0.1128
628,1.111
629,-0.3229
630,0.2458
631,0.2976
632,0.05092
633,0.8208
634,0.1725
635,0.2461
636,0.6997
637,-0.6548
638,0.3955
639,-0.08771
640,-0.1943
641,0.2034
642,0.4298
643,-0.1692
644,0.1384
645,0.4914
646,0.7269
647,0.3041
648,-0.3239
649,0.03493
650,0.3366
651,0.4427
652,-0.5215
653,-0.07269
654,-0.3419
655,0.1007
656,-0.07203
657,0.3976
658,0.2101
659,0.1581
660,0.01934
661,0.1039
662,-0.4924
663,0.309
664,-0.07215
665,0.7289
666,-0.03492
667,0.3517
668,0.04798
669,0.0109
670,-0.8245
671,0.1592
672,0.647
673,0.4073
674,0.868
675,-0.2261
676,0.459
677,0.03298
678,-0.195
679,-0.2441
680,-0.09765
681,-0.2312
682,-0.3038
683,0.04724
684,0.6052
685,-0.07794
686,0.4777
687,0.3557
688,0.1907
689,0.1481
690,0.146
691,-0.2787
692,-0.0133
693,0.3557
694,-0.02866
695,-0.6208
696,0.557
697,0.01513
698,-0.6448
699,0.1207
700,-0.04992
701,0.9194
702,0.1395
703,-0.207
704,-0.09952
705,0.417
706,-0.01259
707,-0.003133
708,-0.8272
709,0.952
710,-0.01012
711,0.4631
712,0.06165
713,0.2223
714,-0.4352
715,0.6187
716,0.2105
717,0.08861
718,0.4106
719,-0.01312
720,-0.312
721,-0.7949
722,0.4974
723,0.713
724,-0.2314
725,0.5563
726,-0.4615
727,-0.1056
728,0.2863
729,0.5217
730,-0.3282
731,-0.04938
732,-0.6217
733,0.6952
734,0.4636
735,-0.07727
736,-0.1309
737,0.3148
738,-0.6509
739,0.5242
740,0.04978
741,-0.2313
742,0.6062
743,0.1485
744,-0.3989
745,1.089
746,-0.4254
747,0.272
748,-0.108
749,-0.3464
750,-0.06558
751,0.1213
752,0.178
753,-0.5367
754,0.0132
755,-0.1236
756,-0.1869
757,0.1069
758,-0.7134
759,0.8893
760,0.5811
761,0.7967
762,0.7291
763,0.615
764,-0.3
765,-0.3237
766,0.581
767,-0.1788
768,-0.1207
769,0.4777
770,-0.09485
771,-0.3343
772,-0.1098
773,-0.3878
774,-0.7175
775,0.2082
776,0.02335
777,-0.01548
778,0.4573
779,0.2147
780,0.06634
781,-0.2896
782,0.3757
783,0.01587
784,0.2266
785,0.7365
786,0.03733
787,0.005616
788,-0.2579
789,-0.3174
790,-0.009731
791,0.5546
792,-0.6126
793,-0.1073
794,0.1017
795,-0.379
796,0.7446
797,0.3474
798,0.2868
799,0.6863
800,-0.05163
801,0.9378
802,-0.3126
803,0.4318
804,0.2682
805,-0.1756
806,-0.2013
807,0.6666
808,0.2679
809,-0.1534
810,0.04297
811,0.2264
812,-0.3776
813,0.08928
814,0.3038
815,0.2594
816,-0.2581
817,-0.1722
818,0.3168
819,0.4209
820,0.1745
821,-0.1003
822,0.5048
823,0.51
824,0.269
825,-0.7373
826,-0.1044
827,0.141
828,0.8094
829,-0.5611
830,-0.2041
831,0.02974
832,0.06259
833,0.2192
834,-0.3525
835,0.06718
836,0.6291
837,0.2768
838,0.3306
839,-0.5588
840,-0.2997
841,0.3536
842,0.4157
843,0.2321
844,0.2249
845,0.1011
846,-0.2844
847,0.04779
848,-0.3415
849,0.2746
850,-0.4818
851,-0.04634
852,0.1418
853,0.2726
854,0.6618
855,-0.3454
856,-0.376
857,0.7115
858,-0.2738
859,0.5608
860,-0.4019
861,0.2132
862,0.5181
863,-0.0647
864,0.2065
865,0.6001
866,-0.1434
867,-0.105
868,0.4163
869,-0.7936
870,-0.328
871,0.3073
872,-0.6138
873,0.6406
874,0.4776
875,-0.08926
876,0.07465
877,-0.1359
878,-0.2793
879,0.08134
880,-0.1572
881,0.1478
882,-0.4659
883,-0.0004906
884,0.04487
885,-0.3958
886,0.8989
887,0.7751
888,0.2607
889,0.9563
890,0.5935
891,0.2324
892,-0.3186
893,0.4956
894,-0.1442
895,-0.4629
896,0.1271
897,0.1617
898,-0.5779
899,0.437
900,0.09144
901,-0.3423
902,-0.3552
903,-0.3943
904,0.3099
905,0.04942
906,0.3456
907,-0.6144
908,0.4291
909,-0.6975
910,0.2049
911,-0.1362
912,0.05745
913,0.4537
914,0.2965
915,0.5702
916,-0.6209
917,-0.09611
918,-0.1503
919,-0.4695
920,0.7854
921,0.7512
922,0.8191
923,0.3926
924,-0.3305
925,0.5669
926,0.2213
927,-0.1059
928,0.3032
929,-0.5394
930,0.4123
931,-0.2813
932,0.02652
933,-0.06667
934,-0.2633
935,-0.0438
936,0.02273
937,0.1799
938,0.08826
939,0.4162
940,-0.9676
941,-0.2083
942,0.4355
943,-0.1883
944,0.7322
945,0.2537
946,0.106
947,0.5759
948,-0.3927
949,0.2251
950,0.1265
951,-0.0114
952,0.3404
953,0.03808
954,0.3327
955,-0.1708
956,0.01637
957,-0.2918
958,0.226
959,-0.1803
960,-0.1698
961,-0.2364
962,0.3069
963,1.112
964,0.6436
965,1.46
966,-0.4307
967,-0.03134
968,-0.4117
969,-0.03316
970,0.06927
971,-0.03465
972,-0.1311
973,0.03374
974,-0.09103
975,-0.1778
976,0.1101
977,-0.605
978,1.387
979,0.3907
980,-0.008239
981,0.4844
982,0.6948
983,0.04395
984,-0.7859
985,0.7742
986,-0.1415
987,0.09671
988,0.2772
989,-0.009603
990,-0.4687
991,0.4304
992,0.247
993,-0.9117
994,0.2431
995,-0.006493
996,-0.08991
997,0.586
998,-0.4316
999,0.7098
1000,-0.1618
