MDTU,min_ave,max_ave
1318,-0.890759,0.00170493
1320,-0.890759,0.00170493
1322,-0.956436,0.00818753
1324,-0.967329,0.0294814
1326,-0.967329,0.0294814
1328,-0.900951,0.0193086
1330,-0.765706,0.0165044
1332,-0.846844,-0.0208284
1334,-0.868984,0.0153563
1336,-0.981856,0.0195356
1338,-0.96413,-0.0082649
1340,-0.86257,0.000796587
1342,-0.878878,-0.0104756
1344,-0.731642,-0.0162168
1346,-0.831106,0.00733641
1348,-0.887734,0.0472457
1350,-0.904988,0.0100993
1352,-0.837607,0.016489
1354,-0.837607,0.016489
1356,-0.917263,0.0297653
1358,-0.940426,0.0204999
1360,-0.785312,0.135482
1362,-0.785312,0.135482
1364,-1.01418,-0.0114727
1366,-0.854125,-0.097265
1368,-0.978365,-0.0593602
1370,-0.816229,-0.0585659
1372,-0.816229,-0.0585659
1374,-0.816229,-0.0585659
1376,-0.961129,0.0103149
1378,-0.926907,0.0503671
1380,-0.86469,0.00808987
1382,-0.873372,-0.0918466
1384,-0.864237,0.00791624
1386,-0.850408,0.0475299
1388,-0.863908,0.0257418
1390,-0.968034,0.0102761
1392,-1.04568,-0.05325
1394,-1.04194,-0.0777917
1396,-1.03618,-0.178766
1398,-0.885274,-0.122398
1400,-0.948554,-0.101876
1402,-1.05981,-0.182012
1404,-1.00757,-0.157249
1406,-1.07937,-0.106307
1408,-1.10689,-0.099267
1410,-1.10689,-0.099267
1412,-0.904134,-0.11551
1414,-0.91274,-0.125454
1416,-0.88614,-0.0616055
1418,-1.00386,-0.0681691
1420,-1.04123,-0.0927195
1422,-1.04123,-0.0927195
1424,-0.975688,-0.0917916
1426,-0.931694,-0.0477077
1428,-0.792602,0.0144872
1430,-0.792602,0.0144872
1432,-0.780257,0.0256369
1434,-0.757162,0.0632142
1436,-0.792443,0.0238881
1438,-0.792443,0.0238881
1440,-0.706313,0.0287134
1442,-0.903679,0.038391
1444,-0.947196,-0.0408049
1446,-0.921266,-0.0433214
1448,-0.925705,0.00904472
1450,-0.86749,-0.0314233
1452,-0.891341,-0.0421767
1454,-0.834244,0.0359391
1456,-0.793558,0.056014
1458,-0.793558,0.056014
1460,-0.858061,0.0380985
1462,-0.851142,0.0933331
1464,-0.851142,0.0933331
1466,-0.782113,0.0761054
1468,-0.880289,0.0684467
1470,-0.848196,0.0449712
1472,-0.730356,0.109783
1474,-0.754973,0.12148
1476,-0.754973,0.12148
1478,-0.878503,0.149543
1480,-0.878503,0.149543
1482,-0.878503,0.149543
1484,-0.743933,0.123989
1486,-0.739862,0.112265
1488,-0.739862,0.112265
1490,-0.772572,0.146838
1492,-0.618021,0.0981742
1494,-0.824475,0.0740329
1496,-0.765477,0.0476141
1498,-0.765477,0.0476141
1500,-0.881313,0.0636599
1502,-0.792802,0.0819948
1504,-0.713068,0.0828283
1506,-0.831367,0.107245
1508,-0.725163,0.109839
1510,-0.636557,0.170365
1512,-0.839156,0.129666
1514,-0.731979,0.142263
1516,-0.815945,0.0726685
1518,-0.705641,0.0740559
1520,-0.828432,0.0957537
1522,-0.79709,0.119881
1524,-0.79709,0.119881
1526,-0.79709,0.119881
1528,-0.757514,0.0977004
1530,-0.656608,0.157395
1532,-0.77835,0.0654178
1534,-0.788503,0.144077
1536,-0.673434,0.199049
1538,-0.637274,0.173311
1540,-0.726236,0.122877
1542,-0.771844,0.113711
1544,-0.943823,0.108308
1546,-0.685198,0.218985
1548,-0.612683,0.170434
1550,-0.643551,0.126865
1552,-0.650066,0.123943
1554,-0.682881,0.150438
1556,-0.77006,0.165204
1558,-0.699975,0.144565
1560,-0.72359,0.133078
1562,-0.80763,0.0501592
1564,-0.749965,0.0317346
1566,-0.910361,0.0348283
1568,-0.72618,0.0322037
1570,-0.756206,0.115597
1572,-0.816171,0.0587255
1574,-0.835221,0.0879444
1576,-0.938798,0.000644739
1578,-0.938798,0.000644739
1580,-0.816029,0.0521218
1582,-0.816029,0.0521218
1584,-0.816029,0.0521218
1586,-0.846092,0.120549
1588,-0.666417,0.105161
1590,-0.937774,0.0587758
1592,-0.662475,0.10833
1594,-0.746007,0.142622
1596,-0.768975,0.148011
1598,-0.768975,0.148011
1600,-0.627913,0.203636
1602,-0.71718,0.193332
1604,-0.738665,0.152931
1606,-0.655722,0.215466
1608,-0.595083,0.228631
1610,-0.653709,0.199293
1612,-0.666963,0.196418
1614,-0.594218,0.192381
1616,-0.594218,0.192381
1618,-0.594218,0.192381
1620,-0.594218,0.192381
1622,-0.689405,0.183502
1624,-0.588916,0.153187
1626,-0.923223,0.135467
1628,-0.772211,0.140872
1630,-0.751036,0.184162
1632,-0.67762,0.196693
1634,-0.858817,0.170764
1636,-0.710564,0.140004
1638,-0.776915,0.176092
1640,-0.704835,0.142214
1642,-0.605941,0.156892
1644,-0.809067,0.15341
1646,-0.809067,0.15341
1648,-0.809067,0.15341
1650,-0.826072,0.144985
1652,-0.781788,0.204553
1654,-0.781788,0.204553
1656,-0.781788,0.204553
1658,-0.698276,0.131913
1660,-0.732109,0.124329
1662,-0.824378,0.107911
1664,-0.629446,0.145854
1666,-0.686969,0.155911
1668,-0.749846,0.118734
1670,-0.749846,0.118734
1672,-0.7363,0.15057
1674,-0.729177,0.190357
1676,-0.729177,0.190357
1678,-0.729177,0.190357
1680,-0.729177,0.190357
1682,-0.729177,0.190357
1684,-0.729177,0.190357
1686,-0.729177,0.190357
1688,-0.729177,0.190357
1690,-0.729177,0.190357
1692,-0.729177,0.190357
1694,-0.729177,0.190357
1696,-0.729177,0.190357
1698,-0.729177,0.190357
1700,-0.729177,0.190357
1702,-0.598147,0.284892
1704,-0.720389,0.22514
1706,-0.644453,0.211427
1708,-0.70107,0.232597
1710,-0.731113,0.188203
1712,-0.725441,0.228163
1714,-0.51743,0.271358
1716,-0.51743,0.271358
1718,-0.618277,0.210467
1720,-0.685596,0.244085
1722,-0.781155,0.209938
1724,-0.692815,0.219445
1726,-0.687528,0.222674
1728,-0.687528,0.222674
1730,-0.687528,0.222674
1732,-0.687528,0.222674
1734,-0.561103,0.200531
1736,-0.67493,0.130572
1738,-0.635773,0.140959
1740,-0.666186,0.17689
1742,-0.737511,0.15
1744,-0.759225,0.145069
1746,-0.761129,0.165887
1748,-0.73047,0.132651
1750,-0.694255,0.133605
1752,-0.657937,0.187791
1754,-0.657937,0.187791
1756,-0.657937,0.187791
1758,-0.718201,0.253385
1760,-0.546076,0.241646
1762,-0.664158,0.200433
1764,-0.541011,0.192722
1766,-0.541011,0.192722
1768,-0.541011,0.192722
1770,-0.689325,0.273018
1772,-0.746156,0.216975
1774,-0.596783,0.132898
1776,-0.733661,0.202915
1778,-0.608737,0.213004
1780,-0.751071,0.161496
1782,-0.690281,0.0996674
1784,-0.690281,0.0996674
1786,-0.690281,0.0996674
1788,-0.774213,0.114133
1790,-0.625661,0.148819
1792,-0.581939,0.200781
1794,-0.593585,0.2015
1796,-0.644348,0.144682
1798,-0.523727,0.228399
1800,-0.634276,0.191479
1802,-0.652422,0.223407
1804,-0.665194,0.206412
1806,-0.780384,0.216594
1808,-0.719115,0.148692
1810,-0.733828,0.208727
1812,-0.669062,0.197154
1814,-0.741419,0.179913
1816,-0.672374,0.173338
1818,-0.758546,0.167338
1820,-0.657864,0.163494
1822,-0.657864,0.163494
1824,-0.607626,0.224728
1826,-0.666955,0.24841
1828,-0.509178,0.275262
1830,-0.59726,0.249887
1832,-0.664222,0.265523
1834,-0.638349,0.195208
1836,-0.73741,0.18168
1838,-0.622796,0.198714
1840,-0.618316,0.174968
1842,-0.724169,0.17338
1844,-0.882425,0.167916
1846,-0.672673,0.252196
1848,-0.691739,0.227846
1850,-0.691739,0.227846
1852,-0.672958,0.210118
1854,-0.58042,0.221995
1856,-0.58042,0.221995
1858,-0.651674,0.222429
1860,-0.741977,0.150191
1862,-0.651651,0.167797
1864,-0.69304,0.123171
1866,-0.716354,0.198655
1868,-0.744427,0.240562
1870,-0.750229,0.232802
1872,-0.681085,0.212242
1874,-0.763448,0.143399
1876,-0.763448,0.143399
1878,-0.687636,0.199247
1880,-0.479509,0.210725
1882,-0.612063,0.192028
1884,-0.632676,0.223648
1886,-0.586678,0.260434
1888,-0.636911,0.227639
1890,-0.688642,0.146165
1892,-0.80586,0.100293
1894,-0.606439,0.215971
1896,-0.606439,0.215971
1898,-0.763585,0.240712
1900,-0.724831,0.270753
1902,-0.724831,0.270753
1904,-0.724831,0.270753
1906,-0.677262,0.202216
1908,-0.677262,0.202216
1910,-0.696291,0.258592
1912,-0.646931,0.256712
1914,-0.697864,0.245508
1916,-0.680925,0.208192
1918,-0.680925,0.208192
1920,-0.571217,0.259377
1922,-0.571217,0.259377
1924,-0.571217,0.259377
1926,-0.571217,0.259377
1928,-0.571217,0.259377
1930,-0.488022,0.271374
1932,-0.488022,0.271374
1934,-0.549267,0.274439
1936,-0.549267,0.274439
1938,-0.606163,0.204507
1940,-0.606163,0.204507
1942,-0.80994,0.204605
1944,-0.646878,0.190854
