MDTU,plaq,Re(det),Im(det),link
860,0.56069,0.000548775,0.00086659,0.977067
862,0.644823,0.00104568,0.00103653,1.01649
864,0.536959,0.0020221,0.00121165,1.01964
866,0.580858,0.00361404,0.0022546,1.0785
868,0.58189,0.00129026,0.00196039,1.01715
870,0.665131,0.00179209,0.00186575,1.0462
872,0.665131,0.00179209,0.00186575,1.0462
874,0.673875,0.00328661,0.001315,1.03541
876,0.64289,0.00219486,0.00353519,1.01706
878,0.545773,0.0016536,0.00120941,1.03605
880,0.64897,0.00252791,0.00210177,1.07839
882,0.49205,0.000927341,0.000473291,1.04375
884,0.588648,0.00112205,0.00194017,1.0035
886,0.458953,0.000545137,0.000730582,0.982442
888,0.62318,0.00120256,0.00183785,0.983713
890,0.619277,0.00209635,0.00312845,1.00722
892,0.619277,0.00209635,0.00312845,1.00722
894,0.598979,0.00183619,0.00145207,1.01142
896,0.637718,0.00140189,0.00185216,1.03901
898,0.637718,0.00140189,0.00185216,1.03901
900,0.621099,0.00192855,0.00203461,1.0523
902,0.61163,0.00120996,0.0015546,1.00426
904,0.571501,0.00345979,0.00457799,1.04432
906,0.615804,0.00210824,0.0016971,1.03986
908,0.654481,0.00167192,0.00136596,1.00933
910,0.7816,0.00228468,0.00144996,1.04223
912,0.623065,0.00791057,0.00329349,1.07116
914,0.772963,0.00197975,0.000893608,1.03581
916,0.540824,0.00141419,0.00173406,1.04818
918,0.66468,0.00339248,0.00221851,1.05088
920,0.650926,0.00419803,0.00587578,1.04052
922,0.544689,0.0015456,0.00177457,1.02533
924,0.544689,0.0015456,0.00177457,1.02533
926,0.599832,0.00106654,0.00127875,1.01846
928,0.463721,0.00169716,0.00126582,1.00096
930,0.658189,0.00246017,0.00137897,1.0272
932,0.5303,0.00132628,0.00189051,1.03471
934,0.784612,0.000978645,0.00275053,1.02022
936,0.53886,0.00145014,0.00310284,1.02307
938,0.610823,0.00524242,0.00244207,1.05341
940,0.589885,0.00136763,0.00256476,1.04018
942,0.635638,0.00076772,0.000686366,1.03599
944,0.635638,0.00076772,0.000686366,1.03599
946,0.635638,0.00076772,0.000686366,1.03599
948,0.61798,0.00217683,0.00157531,1.08066
950,0.571175,0.000831775,0.000954453,1.03137
952,0.599234,0.00260651,0.00189721,1.02771
954,0.546599,0.00426742,0.00341662,1.01893
956,0.483209,0.00126771,0.00193518,1.01332
958,0.535363,0.000926501,0.0010149,1.02899
960,0.508425,0.00323861,0.00241652,1.03508
962,0.528385,0.00210549,0.00178622,1.03758
964,0.569945,0.000914932,0.00077346,1.11382
966,0.577905,0.00105752,0.00122863,1.05421
968,0.612605,0.00145644,0.00493253,1.04168
970,0.576167,0.00370424,0.00221612,1.03226
972,0.563788,0.00390367,0.00461788,1.03241
974,0.689884,0.00111947,0.00103465,1.0496
976,0.615317,0.00234532,0.00215599,1.06355
978,0.657623,0.00228897,0.00253019,1.07174
980,0.617305,0.00356492,0.00351046,1.0886
982,0.696763,0.00120552,0.00135399,1.04826
984,0.759217,0.00161464,0.00244995,1.05326
986,0.720017,0.00160014,0.00161894,1.04418
988,0.688734,0.00262242,0.00620802,1.00385
990,0.569834,0.00256703,0.00172091,1.00088
992,0.746502,0.00153977,0.0010026,1.03014
994,0.648599,0.00248748,0.00233186,1.04337
996,0.53429,0.00282762,0.0029629,1.03899
998,0.734659,0.00259174,0.00206189,1.03633
1000,0.641019,0.00246271,0.00307556,1.08868
1002,0.651574,0.00110894,0.00154805,1.04674
1004,0.849468,0.00170289,0.00177087,1.06548
1006,0.567895,0.00359049,0.00179655,1.03793
1008,0.6255,0.00212004,0.00135844,1.05617
1010,0.54883,0.00284776,0.00155582,1.0589
1012,0.538606,0.00416435,0.00394473,1.05795
1014,0.556661,0.000993386,0.000639826,1.02546
1016,0.505152,0.000741973,0.000613499,1.04833
1018,0.697208,0.000903615,0.00179092,1.02111
1020,0.744767,0.00526343,0.00273727,1.09887
